#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-04-10T06:17:11 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-10T06:17:11	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-out.add=_Glon,_Glat&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/MNRAS/402/2403/at20gcat&-order=I&-out=AT20G&-out=RAJ2000&-out=DEJ2000&DEJ2000=&gt;-30 & &lt;0&-out=S20&-out=e_S20&-out=S8&-out=e_S8&-out=S5&-out=e_S5&-out=Ep&-out.all=2&-out=Q&-out=Flags&-out=l_P20&-out=P20&-out=e_P20&-out=l_m20&-out=m20&-out=PA20&-out=l_P8&-out=P8&-out=e_P8&-out=l_m8&-out=m8&-out=PA8&-out=l_P5&-out=P5&-out=e_P5&-out=l_m5&-out=m5&-out=PA5&-out=Sp&Sp=Sp&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74022403
#Name: J/MNRAS/402/2403
#Title: Australia Telescope 20GHz Survey Catalog, AT20G (Murphy+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/mnras/402/2403	    IVOID of underlying data collection
#INFO	creator=Murphy T.	    First author or institution
#INFO	cites=bibcode:2010MNRAS.402.2403M	    Article or Data origin sources
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/402/2403	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74022403	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-07-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_MNRAS_402_2403_at20gcat:
#Name: J/MNRAS/402/2403/at20gcat
#Title: The AT20G catalogue, version 1.0 (2009-10-15)
#Column	_Glon	(F11.7)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F11.7)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	AT20G	(A14)	IAU designation (JHHMMSS+DDMMSS)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right Ascension J2000 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination J2000 (2)	[ucd=pos.eq.dec;meta.main]
#Column	S20	(I5)	? Peak brightness at 20GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.12-30GHz]
#Column	e_S20	(I3)	? Uncertainty on S20	[ucd=stat.error]
#Column	S8	(I4)	? Peak brightness at 8GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.6-12GHz]
#Column	e_S8	(I3)	? Uncertainty on S8	[ucd=stat.error]
#Column	S5	(I5)	? Peak brightness at 5GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	e_S5	(I3)	? Uncertainty on S5	[ucd=stat.error]
#Column	Ep	(A3)	[1-8.] Epochs of observation at 20, 8, 5GHz (4)	[ucd=meta.id]
#Column	Q	(A1)	[gp] Quality flag (g=good or p=poor)	[ucd=meta.code.qual]
#Column	Flags	(A3)	Other flags (5)	[ucd=meta.code.error]
#Column	l_P20	(A1)	Limit flag on P20	[ucd=meta.code.error]
#Column	P20	(I4)	? Polarized flux density (or limit) at 20GHz	[ucd=phot.flux.density;em.radio.12-30GHz]
#Column	e_P20	(I2)	? Uncertainty on P20	[ucd=stat.error]
#Column	l_m20	(A1)	Limit flag on m20	[ucd=meta.code.error]
#Column	m20	(F4.1)	? Fractional polarisation at 20GHz	[ucd=phys.polarization]
#Column	PA20	(I3)	[-90/90]? Position angle at 20GHz	[ucd=pos.posAng]
#Column	l_P8	(A1)	Limit flag on P8	[ucd=meta.code.error]
#Column	P8	(I3)	? Polarized flux density (or limit) at 8GHz	[ucd=phot.flux.density;em.radio.6-12GHz]
#Column	e_P8	(I2)	? Uncertainty on P8	[ucd=stat.error]
#Column	l_m8	(A1)	Limit flag on m8	[ucd=meta.code.error]
#Column	m8	(F5.1)	? Fractional polarisation at 8GHz	[ucd=phys.polarization]
#Column	PA8	(I3)	[-90/90]? Position angle at 8GHz	[ucd=pos.posAng]
#Column	l_P5	(A1)	Limit flag on P5	[ucd=meta.code.error]
#Column	P5	(I4)	? Polarized flux density (or limit) at 5GHz	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	e_P5	(I1)	? Uncertainty on P5	[ucd=stat.error]
#Column	l_m5	(A1)	Limit flag on m5	[ucd=meta.code.error]
#Column	m5	(F5.1)	? Fractional polarisation at 5GHz	[ucd=phys.polarization]
#Column	PA5	(I3)	[-90/90]? Position angle at 5GHz	[ucd=pos.posAng]
#Column	Sp	(A2)	SPECFIND of radio surveys with this source (Vollmer et al., Cat. VIII/85)	[ucd=meta.ref.url]
_Glon	_Glat	_RAJ2000	_DEJ2000	AT20G	RAJ2000	DEJ2000	S20	e_S20	S8	e_S8	S5	e_S5	Ep	Q	Flags	l_P20	P20	e_P20	l_m20	m20	PA20	l_P8	P8	e_P8	l_m8	m8	PA8	l_P5	P5	e_P5	l_m5	m5	PA5	Sp
272.1222640	+37.7493810	167.5017083	-18.9801667	J111000-185848	11 10 00.41	-18 58 48.6	  110	  7	 314	 16	  474	 24	444	g	   	<	   6	  	<	 5.5	   	<	  7	  	<	  2.2	   	<	   6	 	<	  1.3	   	Sp
267.3432384	+43.9975375	167.5422083	-11.7655000	J111010-114555	11 10 10.13	-11 45 55.8	  165	  8	    	   	     	   	6..	g	   	<	   7	  	<	 4.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
264.4054951	+47.2163094	167.5707500	 -7.9473333	J111016-075650	11 10 16.98	-07 56 50.4	  159	  8	    	   	     	   	6..	g	   	<	   8	  	<	 5.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
269.0002002	+42.5316451	167.8170000	-13.6450000	J111116-133842	11 11 16.08	-13 38 42.0	   45	  3	    	   	     	   	6..	g	   	<	   9	  	<	20.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
263.0040624	+49.1316777	167.8890833	 -5.8397778	J111133-055023	11 11 33.38	-05 50 23.2	   45	  3	    	   	     	   	6..	g	   	<	  14	  	<	31.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
265.6033175	+46.8486741	168.0528750	 -8.7050278	J111212-084218	11 12 12.69	-08 42 18.1	  151	  8	    	   	     	   	6..	g	   	<	   7	  	<	 4.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
277.3259198	+30.7084938	168.1638333	-27.2054167	J111239-271219	11 12 39.32	-27 12 19.5	  109	  7	  91	  7	   94	  6	444	g	   	<	   7	  	<	 6.1	   	<	  6	  	<	  6.6	   	<	   6	 	<	  6.4	   	Sp
273.8386336	+36.5776482	168.1950417	-20.6589167	J111246-203932	11 12 46.81	-20 39 32.1	   78	  5	  30	  2	    6	  1	444	g	l  	<	  11	  	<	14.2	   	<	  6	  	<	 19.8	   	<	   6	 	<	105.3	   	Sp
274.5980520	+35.4136841	168.2075417	-21.9750278	J111249-215830	11 12 49.81	-21 58 30.1	  237	 15	 540	 28	  734	 37	444	g	   	 	   9	 2	 	 4.0	 44	<	  6	  	<	  1.1	   	<	   7	 	<	  1.0	   	Sp
274.4279325	+35.8093793	168.2693333	-21.5598056	J111304-213335	11 13 04.64	-21 33 35.3	   82	  6	 147	  8	  160	  8	444	g	   	<	   6	  	<	 7.3	   	<	  7	  	<	  5.1	   	<	   6	 	<	  3.7	   	Sp
260.2586825	+52.3495774	168.3811667	 -2.2165556	J111331-021259	11 13 31.48	-02 12 59.6	   89	  4	    	   	     	   	6..	g	e  	<	   7	  	<	 9.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
275.4414869	+34.6006112	168.4781250	-23.0122500	J111354-230044	11 13 54.75	-23 00 44.1	  186	 12	 207	 11	  170	  9	444	g	   	<	   6	  	<	 3.2	   	<	  6	  	<	  2.9	   	<	   6	 	<	  3.5	   	Sp
265.9736137	+47.5205201	168.6355833	 -8.2777500	J111432-081639	11 14 32.54	-08 16 39.9	  336	 17	    	   	     	   	6..	g	   	 	   8	 3	 	 2.4	 86	 	   	  	 	     	   	 	    	 	 	     	   	Sp
261.1912573	+52.0580988	168.6648750	 -2.7921111	J111439-024731	11 14 39.57	-02 47 31.6	  379	 19	    	   	     	   	6..	g	   	<	   7	  	<	 1.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
272.0484850	+40.5172199	168.8417500	-16.5233889	J111522-163124	11 15 22.02	-16 31 24.2	   91	  5	    	   	     	   	4..	p	   	<	  16	  	<	17.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
277.8510402	+31.5541190	169.0248333	-26.6329167	J111605-263758	11 16 05.96	-26 37 58.5	   40	  3	   5	  1	    3	  1	444	g	l  	<	  10	  	<	23.9	   	<	  6	  	<	122.4	   	<	   6	 	<	206.9	   	Sp
278.7701429	+29.8895231	169.0491250	-28.4753611	J111611-282831	11 16 11.79	-28 28 31.3	   86	  5	 195	 10	  259	 13	444	g	   	 	   7	 2	 	 8.1	 51	<	  7	  	<	  3.8	   	 	   7	1	 	  2.7	 40	Sp
275.8039033	+35.5621500	169.2272917	-22.2811667	J111654-221652	11 16 54.55	-22 16 52.2	   84	  6	 214	 11	  315	 16	444	g	   	 	  10	 2	 	12.3	-47	 	 14	 2	 	  6.5	-49	 	  11	1	 	  3.5	-53	Sp
261.9657646	+52.6400025	169.3906667	 -2.6002222	J111733-023600	11 17 33.76	-02 36 00.8	  181	  9	    	   	     	   	6..	g	   	<	   8	  	<	 4.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
269.2571372	+45.2482222	169.3921250	-11.3977778	J111734-112352	11 17 34.11	-11 23 52.0	  133	  7	    	   	     	   	6..	g	   	<	   7	  	<	 5.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
272.5283623	+41.1288113	169.4765000	-16.1561111	J111754-160922	11 17 54.36	-16 09 22.0	   66	  5	 116	  6	  150	  8	444	g	   	<	   8	  	<	11.9	   	<	  6	  	<	  5.4	   	 	   7	1	 	  4.5	  0	Sp
275.6913148	+36.3158957	169.4950833	-21.5637222	J111758-213349	11 17 58.82	-21 33 49.4	   76	  5	 127	  7	  159	  8	444	g	   	<	   6	  	<	 7.9	   	<	  6	  	<	  4.7	   	<	   6	 	<	  3.8	   	Sp
266.6864027	+48.4840073	169.5635833	 -7.7198611	J111815-074311	11 18 15.26	-07 43 11.5	   81	  4	    	   	     	   	6..	g	e  	<	  11	  	<	15.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
270.2784168	+44.3371059	169.5712083	-12.5487222	J111817-123255	11 18 17.09	-12 32 55.4	 1182	 59	    	   	     	   	6..	g	   	 	  19	 2	 	 1.6	 71	 	   	  	 	     	   	 	    	 	 	     	   	Sp
265.1357059	+50.5326182	169.8225417	 -5.4518333	J111917-052706	11 19 17.41	-05 27 06.6	  133	  7	    	   	     	   	6..	g	   	<	   8	  	<	 6.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
278.0916057	+33.2948785	170.0377500	-25.1358889	J112009-250809	11 20 09.06	-25 08 09.2	  177	 11	 502	 26	  768	 38	444	g	   	<	  11	  	<	 6.3	   	 	 12	 2	 	  2.4	-32	 	  15	1	 	  1.9	-39	Sp
270.9708614	+44.4087849	170.0499167	-12.7274167	J112011-124338	11 20 11.98	-12 43 38.7	  268	 13	    	   	     	   	6..	g	   	<	   7	  	<	 2.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
279.1744073	+31.3127694	170.0670417	-27.3188889	J112016-271908	11 20 16.09	-27 19 08.0	  539	 35	 862	 45	  789	 39	444	g	   	 	  14	 2	 	 2.7	-76	<	  9	  	<	  1.0	   	<	   8	 	<	  1.0	   	Sp
272.2491778	+43.0729737	170.2315833	-14.3417222	J112055-142030	11 20 55.58	-14 20 30.2	  381	 19	    	   	     	   	6..	g	   	<	   7	  	<	 2.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
276.2492485	+37.1740774	170.3263333	-20.9837778	J112118-205901	11 21 18.32	-20 59 01.6	   81	  5	  59	  4	   61	  4	444	g	   	<	   6	  	<	 7.4	   	<	  6	  	<	 10.3	   	<	   6	 	<	  9.8	   	Sp
260.8716887	+55.1155675	170.3311250	 -0.2211111	J112119-001316	11 21 19.47	-00 13 16.0	  108	  5	    	   	     	   	6..	g	   	<	   8	  	<	 7.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
274.2351255	+40.4199755	170.3368750	-17.3785278	J112120-172242	11 21 20.85	-17 22 42.7	   94	  6	 219	 12	  237	 12	444	g	   	<	   6	  	<	 6.4	   	<	  6	  	<	  2.7	   	<	   6	 	<	  2.5	   	Sp
266.2158057	+50.4431306	170.3544583	 -5.8991389	J112125-055356	11 21 25.07	-05 53 56.9	  424	 21	    	   	     	   	6..	g	   	 	  23	 3	 	 5.4	-52	 	   	  	 	     	   	 	    	 	 	     	   	Sp
267.3638135	+49.3884279	170.4252917	 -7.1851389	J112142-071106	11 21 42.07	-07 11 06.5	  330	 17	    	   	     	   	6..	g	   	 	  36	 3	 	10.9	 -6	 	   	  	 	     	   	 	    	 	 	     	   	Sp
265.2961713	+51.4843731	170.4297083	 -4.7100278	J112143-044236	11 21 43.13	-04 42 36.1	   81	  4	    	   	     	   	6..	g	   	<	  12	  	<	14.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
263.9017144	+52.7813420	170.4343333	 -3.1561389	J112144-030922	11 21 44.24	-03 09 22.1	   81	  3	    	   	     	   	6..	g	e  	<	   7	  	<	16.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
278.7691069	+33.1029071	170.5235833	-25.5426389	J112205-253233	11 22 05.66	-25 32 33.5	  171	 11	 327	 17	  346	 17	444	g	   	 	   7	 2	 	 4.2	 -5	<	  6	  	<	  1.8	   	<	   6	 	<	  1.7	   	Sp
276.5043927	+37.9832542	170.8896667	-20.3373889	J112333-202014	11 23 33.52	-20 20 14.6	  121	  8	 143	  8	  105	  5	444	g	   	<	   6	  	<	 5.0	   	<	  6	  	<	  4.4	   	<	   6	 	<	  5.7	   	Sp
273.8952738	+42.1694449	170.9167917	-15.7001944	J112340-154200	11 23 40.03	-15 42 00.7	   80	  5	 108	  6	   84	  4	444	g	   	<	   7	  	<	 8.3	   	<	  7	  	<	  6.4	   	<	   6	 	<	  7.1	   	Sp
273.5977921	+42.8062470	171.0108750	-15.0328056	J112402-150158	11 24 02.61	-15 01 58.1	  123	  8	 206	 11	  238	 12	444	g	   	<	   7	  	<	 5.6	   	<	  6	  	<	  2.9	   	<	   6	 	<	  2.5	   	Sp
265.7424446	+52.4576191	171.1907083	 -4.0414167	J112445-040229	11 24 45.77	-04 02 29.1	  153	  8	    	   	     	   	6..	g	   	<	   6	  	<	 3.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
280.5541973	+31.8540298	171.5227083	-27.2823333	J112605-271656	11 26 05.45	-27 16 56.4	   63	  4	  96	  5	  102	  5	444	g	   	<	  13	  	<	20.4	   	<	  6	  	<	  6.6	   	<	   6	 	<	  5.9	   	Sp
264.7601417	+54.2003071	171.6490000	 -2.2605278	J112635-021537	11 26 35.76	-02 15 37.9	   62	  3	    	   	     	   	6..	g	   	<	   6	  	<	10.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
276.7252290	+39.5848404	171.7681667	-18.9552778	J112704-185719	11 27 04.36	-18 57 19.0	 1414	 91	1668	 87	 1318	 66	444	g	   	 	  30	 2	 	 2.1	 30	 	 62	 2	 	  3.7	 45	 	  61	2	 	  4.6	 36	Sp
269.4911297	+49.7362691	171.8017083	 -7.5870556	J112712-073513	11 27 12.41	-07 35 13.4	  275	 14	    	   	     	   	6..	g	   	 	  13	 3	 	 4.7	 48	 	   	  	 	     	   	 	    	 	 	     	   	Sp
279.2022078	+36.6030161	172.3967917	-22.4685556	J112935-222806	11 29 35.23	-22 28 06.8	   48	  3	  47	  3	   48	  3	444	g	   	<	  11	  	<	22.7	   	<	  6	  	<	 12.7	   	<	   6	 	<	 12.5	   	Sp
266.3199974	+54.3013471	172.4708750	 -2.6685278	J112953-024006	11 29 53.01	-02 40 06.7	  136	  7	    	   	     	   	7..	g	   	<	   6	  	<	 4.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
275.2809801	+43.6385149	172.5295833	-14.8241667	J113007-144927	11 30 07.10	-14 49 27.0	 1865	 91	    	   	     	   	7..	g	   	 	  74	 2	 	 4.0	 -6	 	   	  	 	     	   	 	    	 	 	     	   	Sp
268.9245821	+52.5078789	172.8776667	 -5.0054722	J113130-050019	11 31 30.64	-05 00 19.7	  767	 38	    	   	     	   	7..	g	   	<	   8	  	<	 1.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
276.6729653	+42.2894684	172.9032083	-16.4758056	J113136-162832	11 31 36.77	-16 28 32.9	   65	  4	 129	  7	  137	  7	444	g	   	<	   6	  	<	 9.3	   	<	  6	  	<	  4.6	   	<	   6	 	<	  4.4	   	Sp
268.6629320	+53.5637090	173.2717083	 -4.0128889	J113305-040046	11 33 05.21	-04 00 46.4	  108	  6	    	   	     	   	7..	g	   	<	   6	  	<	 5.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
282.5413249	+31.7972858	173.2723750	-27.9534444	J113305-275712	11 33 05.37	-27 57 12.4	   67	  5	  57	  4	   65	  3	444	g	   	<	  14	  	<	20.7	   	<	  6	  	<	 10.5	   	<	   6	 	<	  9.2	   	Sp
281.3340998	+34.5522821	173.3140417	-25.0193056	J113315-250109	11 33 15.37	-25 01 09.5	  103	  7	 133	  7	  108	  6	444	g	   	<	   7	  	<	 6.4	   	<	  6	  	<	  4.5	   	<	   6	 	<	  5.5	   	Sp
282.1877702	+33.6082879	173.6735417	-26.1532778	J113441-260911	11 34 41.65	-26 09 11.8	   73	  5	 208	 11	  343	 17	444	g	   	<	   7	  	<	 9.0	   	<	  6	  	<	  2.9	   	<	   6	 	<	  1.8	   	Sp
279.5685637	+39.1692721	173.7356250	-20.2070556	J113456-201225	11 34 56.55	-20 12 25.4	   53	  4	  62	  4	   79	  4	444	g	   	<	   9	  	<	17.6	   	<	  6	  	<	  9.7	   	<	   6	 	<	  7.6	   	Sp
278.7582567	+40.8645101	173.8101250	-18.4031944	J113514-182411	11 35 14.43	-18 24 11.5	   52	  4	  96	  7	  219	 11	444	g	   	<	   7	  	<	12.7	   	<	  6	  	<	  6.2	   	 	   8	1	 	  3.5	 -5	Sp
270.0995901	+53.5175553	173.9935833	 -4.4741111	J113558-042826	11 35 58.46	-04 28 26.8	  459	 22	    	   	     	   	7..	g	   	 	   8	 1	 	 1.8	 30	 	   	  	 	     	   	 	    	 	 	     	   	Sp
278.5612871	+41.7231136	174.0137083	-17.5537222	J113603-173313	11 36 03.29	-17 33 13.4	  182	 12	 349	 18	  465	 23	444	g	   	 	  10	 3	 	 5.6	 82	 	 13	 1	 	  3.7	 67	 	  13	1	 	  2.7	 69	Sp
269.4596983	+54.4140758	174.1026667	 -3.5078889	J113624-033028	11 36 24.64	-03 30 28.4	  385	 19	    	   	     	   	7..	g	   	<	   6	  	<	 1.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
271.0683112	+52.7941412	174.1586667	 -5.3871667	J113638-052313	11 36 38.08	-05 23 13.8	  163	  8	    	   	     	   	7..	g	   	<	   6	  	<	 3.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
281.0148413	+37.5221873	174.2180833	-22.1556111	J113652-220920	11 36 52.34	-22 09 20.2	   80	  5	  92	  5	   73	  4	444	g	   	<	   6	  	<	 7.9	   	<	  6	  	<	  6.5	   	<	   6	 	<	  8.3	   	Sp
273.3462615	+50.4717147	174.3536667	 -8.0989167	J113724-080556	11 37 24.88	-08 05 56.1	   63	  3	    	   	     	   	7..	g	   	<	   6	  	<	 9.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
277.5250206	+45.4319801	174.7946250	-13.8451389	J113910-135042	11 39 10.71	-13 50 42.5	  535	 26	    	   	     	   	7..	g	   	 	   7	 2	 	 1.3	 55	 	   	  	 	     	   	 	    	 	 	     	   	Sp
284.1107976	+32.7426148	175.0440833	-27.5113611	J114010-273040	11 40 10.58	-27 30 40.9	  154	  9	 193	 10	  184	  9	444	g	   	<	   7	  	<	 4.9	   	<	  6	  	<	  3.1	   	<	   6	 	<	  3.3	   	Sp
283.6026268	+34.1434588	175.1062500	-26.0488056	J114025-260255	11 40 25.50	-26 02 55.7	   57	  4	    	   	     	   	4..	g	   	<	  16	  	<	27.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
282.1144751	+37.9407055	175.2555417	-22.0679722	J114101-220404	11 41 01.33	-22 04 04.7	   99	  7	 155	  8	  136	  7	444	g	   	<	   9	  	<	 8.8	   	<	  6	  	<	  3.9	   	<	   6	 	<	  4.4	   	Sp
284.9701654	+31.5739422	175.4041250	-28.8508889	J114136-285103	11 41 36.99	-28 51 03.2	     	 11	 558	 28	  931	 45	444	g	e  	 	  24	 4	 	13.1	-81	 	 70	 2	 	 12.9	-85	 	  99	2	 	 11.1	 85	Sp
275.4757324	+50.4411579	175.5779583	 -8.7088611	J114218-084231	11 42 18.71	-08 42 31.9	   77	  4	    	   	     	   	7..	g	   	<	   6	  	<	 7.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
284.3146202	+33.8114806	175.6100833	-26.5535833	J114226-263312	11 42 26.42	-26 33 12.9	  125	  8	 236	 12	  286	 14	444	g	   	 	   8	 3	 	 6.5	 45	 	  7	 2	 	  2.8	 42	 	   9	1	 	  3.3	 47	Sp
283.6347551	+37.5418717	176.3408750	-22.8414444	J114521-225029	11 45 21.81	-22 50 29.2	  270	 18	 410	 21	  425	 21	444	g	   	<	   7	  	<	 2.7	   	<	  6	  	<	  1.5	   	<	   6	 	<	  1.4	   	Sp
280.4153499	+44.4861901	176.3904583	-15.4863056	J114533-152910	11 45 33.71	-15 29 10.7	   54	  3	    	   	     	   	4..	g	   	<	  14	  	<	26.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
277.9860580	+48.7618702	176.4125833	-10.8973333	J114539-105350	11 45 39.02	-10 53 50.4	   73	  4	    	   	     	   	7..	g	   	<	   6	  	<	 8.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
284.6072363	+35.7445204	176.5345000	-24.7928056	J114608-244734	11 46 08.28	-24 47 34.1	  709	 46	1540	 80	 1803	 90	444	g	   	 	  38	 3	 	 5.4	-30	 	 63	 2	 	  4.1	-28	 	  51	1	 	  2.8	-23	Sp
286.1996617	+31.7620951	176.6085417	-28.9888333	J114626-285919	11 46 26.05	-28 59 19.8	  425	 28	 472	 25	  393	 20	444	g	   	 	  21	 2	 	 5.0	-11	 	 13	 1	 	  2.9	  2	<	   6	 	<	  1.5	   	Sp
274.3965321	+54.6720320	176.7708333	 -4.5946944	J114705-043540	11 47 05.00	-04 35 40.9	  101	  5	    	   	     	   	7..	g	   	<	   6	  	<	 5.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
285.4633257	+34.2591872	176.7760000	-26.4208333	J114706-262515	11 47 06.24	-26 25 15.0	  150	 10	 136	  7	   80	  5	444	g	   	<	   6	  	<	 4.0	   	<	  6	  	<	  4.4	   	<	   6	 	<	  7.5	   	Sp
276.6394175	+52.1853592	176.9650000	 -7.4107500	J114751-072438	11 47 51.60	-07 24 38.7	  588	 29	    	   	     	   	7..	g	   	<	   6	  	<	 1.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
283.1460127	+40.5473896	176.9864167	-19.8723056	J114756-195220	11 47 56.74	-19 52 20.3	   85	  6	  66	  4	   47	  3	444	g	   	<	  13	  	<	15.5	   	<	  6	  	<	  9.1	   	<	   6	 	<	 12.9	   	Sp
271.7553403	+58.2074173	177.0308333	 -0.7792222	J114807-004645	11 48 07.40	-00 46 45.2	  134	  7	    	   	     	   	7..	g	   	<	   6	  	<	 4.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
274.7371235	+55.3435493	177.2337917	 -4.0693611	J114856-040409	11 48 56.11	-04 04 09.7	  237	 12	    	   	     	   	7..	g	   	<	   6	  	<	 2.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
285.6285071	+35.8752304	177.4484167	-24.9166389	J114947-245459	11 49 47.62	-24 54 59.9	   52	  4	    	   	     	   	4..	g	   	<	  17	  	<	32.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
277.1166680	+53.1114656	177.6007083	 -6.6735556	J115024-064024	11 50 24.17	-06 40 24.8	  342	 17	    	   	     	   	7..	g	   	<	   6	  	<	 1.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
283.7570162	+41.0789111	177.6305000	-19.5136667	J115031-193049	11 50 31.32	-19 30 49.2	  289	 19	 434	 23	  410	 21	444	g	   	 	   8	 2	 	 2.6	  0	 	 11	 2	 	  2.5	  1	<	   6	 	<	  1.5	   	Sp
272.5361119	+58.8437148	177.6836250	 -0.3985000	J115044-002354	11 50 44.07	-00 23 54.6	  862	 41	    	   	     	   	7..	g	   	 	  22	 2	 	 2.6	-52	 	   	  	 	     	   	 	    	 	 	     	   	Sp
283.0236911	+43.1250587	177.7628750	-17.4001667	J115103-172400	11 51 03.09	-17 24 00.6	  237	 15	 406	 21	  482	 24	444	g	   	 	  12	 2	 	 5.0	 -3	 	 37	 2	 	  9.2	  0	 	  14	1	 	  2.9	  4	Sp
279.0638801	+51.4254881	178.0724583	 -8.6843333	J115217-084103	11 52 17.39	-08 41 03.6	  666	 33	    	   	     	   	7..	g	   	 	  15	 1	 	 2.3	-78	 	   	  	 	     	   	 	    	 	 	     	   	Sp
277.2108635	+54.5934169	178.2319167	 -5.3299722	J115255-051947	11 52 55.66	-05 19 47.9	  121	  6	    	   	     	   	7..	g	   	<	   6	  	<	 5.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
280.7846811	+49.2719937	178.3434583	-11.0866667	J115322-110512	11 53 22.43	-11 05 12.0	  107	  5	    	   	     	   	7..	g	   	<	   6	  	<	 5.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
276.3075775	+56.3727977	178.4627083	 -3.4928333	J115351-032934	11 53 51.05	-03 29 34.2	   60	  3	    	   	     	   	7..	g	   	<	   6	  	<	10.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
